"id","timestamp","body","recipient_id","user_id","sid"
2750,"2021-06-16 14:54:46.967925+00","Soll ich vorbeikommen, um dich aufzuheitern? 👀",19,28,2
2751,"2021-06-16 14:54:48.390004+00","ja das dachten wir... aber dann😱",37,33,2
2752,"2021-06-16 14:54:54.00787+00","ja gerne🥰",28,19,2
2753,"2021-06-16 14:54:55.338256+00","😱 oh...jetzt nichts mehr 🤢",25,17,4
2754,"2021-06-16 14:54:59.29374+00","Das finde ich definitiv nicht 😡",12,23,20
2755,"2021-06-16 14:55:02.278995+00","da hast du recht, das können echt nicht viele von sich behaupten🥰😊",29,34,4
2756,"2021-06-16 14:55:03.291582+00","Ich lese die Sportbild und Gamestar👀",11,22,20
2757,"2021-06-16 14:55:03.829527+00","beim spazieren gehen ist er einfach umgefallen😢😢😢😢",37,33,2
2758,"2021-06-16 14:55:13.459047+00","Haha ne war schon gut 😊",25,17,4
2759,"2021-06-16 14:55:16.956707+00","ja klar, dass ich gleich in der innenstadt😊",29,34,4
2760,"2021-06-16 14:55:18.246135+00","Okay ich glaube ich verstehe das Szenario 😱",15,32,0
2761,"2021-06-16 14:55:19.851102+00","oh nein 😢",33,37,2
2762,"2021-06-16 14:55:20.506079+00","Wir kümmern uns darum dass alle gesünder leben. Dann geht es allen besser! 👀",12,23,20
2763,"2021-06-16 14:55:21.620584+00","aber naja immerhin musste er nicht leiden🥰",37,33,2
2764,"2021-06-16 14:55:21.653448+00","dann bis gleich 🥰😊",34,29,4
2765,"2021-06-16 14:55:28.203924+00","ja gerne, bis gleich🥰🥰",29,34,4
2766,"2021-06-16 14:55:28.668224+00","Okay 😊🥰",19,28,2
2767,"2021-06-16 14:55:30.382459+00","Szenario 4 beendet",34,29,4
2768,"2021-06-16 14:55:35.161604+00","fände ich ziemlich eklig 🤢 wie teuer war die tasse denn?👀",17,25,4
2769,"2021-06-16 14:55:37.297225+00","ist ja auch okay, muss sich ja nicht jeder für Politik interessieren😊",22,11,20
2770,"2021-06-16 14:55:39.756372+00","ok, dann mal weiter 😊",32,15,0
2771,"2021-06-16 14:55:40.731876+00","Beginne Szenario 5",29,34,5
2772,"2021-06-16 14:55:44.828567+00","und er ist ja wirklich alt geworden😢🥰 12 jahre ist für einen schäferhund ganz gut",37,33,2
2773,"2021-06-16 14:55:46.397949+00","Beginne Szenario 18",32,15,18
2774,"2021-06-16 14:55:48.697254+00","Dann gehe ich Kuchen kaufen und komme vorbeigedüst 😊👀",19,28,2
2775,"2021-06-16 14:55:55.609994+00","Hey, du ich hätt da was zu besprechen mit dir 😱",34,29,5
2776,"2021-06-16 14:55:55.611311+00","Ja das kann sein, aber letztendlich gibt es genug Probleme, die weitaus mehr Leute betreffen 😢",23,12,20
2777,"2021-06-16 14:55:58.014274+00","Halte durch 👀😊",19,28,2
2778,"2021-06-16 14:56:05.929719+00","danke wirklich!🥰",28,19,2
2779,"2021-06-16 14:56:06.798457+00","Was ist mit sozialer Ungerechtigkeit? 🤢",23,12,20
2780,"2021-06-16 14:56:08.781073+00","aber ich verstehe gut, dass du dir jetzt keine Gedanken über einen neuen machen kannst... so eine Bindung kann man ja nicht einfach so ersetzen 😢🥰",33,37,2
2781,"2021-06-16 14:56:16.30574+00","Szenario 2 beendet",28,19,2
2782,"2021-06-16 14:56:18.365918+00","was ist los?😲",29,34,5
2783,"2021-06-16 14:56:24.908046+00","Bildungsungleichheiten? 👀",23,12,20
2784,"2021-06-16 14:56:28.100695+00","Ja, das stimmt. Vielleicht wähle ich im Herbst ja doch.👀",11,22,20
2785,"2021-06-16 14:56:34.265951+00","Hey user17, kannst du mal schnell schauen, ich find mein Portemonnaie nicht mehr! Liegt das noch bei dir in der Wohnung!?!? 😱",32,15,18
2786,"2021-06-16 14:56:38.65208+00","ich hab 15€ gezahlt...sonderlich groß war die tasse aber nicht - also das geld hätte ich auch besser angeben können 👀",25,17,4
2787,"2021-06-16 14:56:39.819602+00","ich bin gespannt👀",29,34,5
2788,"2021-06-16 14:56:42.605411+00","Mir is aufgefallen, dass du mir in letzter Zeit öfters Aufgaben kurz vor Feierabend zugewiesen hast, aber ich hab eigentlich selber genug zu tun. 😢",34,29,5
2789,"2021-06-16 14:56:45.108768+00","ja stimmt🥰😢😢",37,33,2
2790,"2021-06-16 14:56:45.672282+00","okay let's go into round 3👀",19,28,0
2791,"2021-06-16 14:56:49.471664+00","Aber ich habe Angst, dass ich die falsche Partei wähle😱",11,22,20
2792,"2021-06-16 14:56:52.251066+00","ja😊",28,19,0
2793,"2021-06-16 14:56:52.681757+00","Gut dass du mich versteht🥰",37,33,2
2794,"2021-06-16 14:56:54.762709+00","das fände ich super 😊",22,11,20
2795,"2021-06-16 14:56:58.710394+00","Beginne Szenario 3",19,28,3
2796,"2021-06-16 14:57:01.337657+00","Und dann ärgert es mich ein bisschen, wenn du früher gehst und ich Überstunden machen muss 😡",34,29,5
2797,"2021-06-16 14:57:04.960616+00","Ja gut ich kann dich verstehen dass es auch andere Sachen gibt die wichtig sind aber dafür gibt es ja schon genügend andere Parteien. 🤢",12,23,20
2798,"2021-06-16 14:57:05.626321+00","Sport ist ja auch nicht jedermans Sache 👀",23,12,20
2799,"2021-06-16 14:57:10.458464+00","ja, das stimmt, und du hast ja sicher noch viel mehr besondere Erinnerungen im Kopf die ihr teilt, die solltest du dir bei der Trauer behalten 🥰",33,37,2
2800,"2021-06-16 14:57:13.063608+00","Szenario 2 beendet",33,24,2
2801,"2021-06-16 14:57:16.866465+00","Heeeeyyy 😊😊",19,28,3
2802,"2021-06-16 14:57:18.286661+00","oh krass dass ist sehr viel 😲 und dann bekommt man ausgeschiedene kaffee bohnen 🤢 würde mich sehr ärgern 😡",17,25,4
2803,"2021-06-16 14:57:18.831047+00","Und ich wollt fragen, ob du das vielleicht ändern kannst, bitte? 👀",34,29,5
2804,"2021-06-16 14:57:22.634262+00","oh man das tut mir leid, wenn du dann immer so lange bleiben musst😢",29,34,5
2805,"2021-06-16 14:57:23.120556+00","heeey😲",28,19,3
2806,"2021-06-16 14:57:27.039445+00","Ich freue mich sooooo auf übermorgen Abend 😊",19,28,3
2807,"2021-06-16 14:57:29.759184+00","das schaffst du schon😊",22,11,20
2808,"2021-06-16 14:57:30.906913+00","Ja! Danke für die Unterstützung!🥰 und dein Verständnis🥰😢",37,33,2
2809,"2021-06-16 14:57:33.288626+00","aber du weißt ja bei mir geht es gerade drunter und drüber😢😱",29,34,5
2810,"2021-06-16 14:57:35.592296+00","Szenario 20 beendet",22,11,20
2811,"2021-06-16 14:57:36.735558+00","Es wird so toll dich endlich wieder zu sehen 🥰",19,28,3
2812,"2021-06-16 14:57:37.390866+00","Ja aber gibt es nicht auch Parteien, die sich für mehr Sport einsetzen? Sicherlich 😊",23,12,20
2813,"2021-06-16 14:57:39.554275+00","Beginne Szenario 21",22,11,21
2814,"2021-06-16 14:57:42.291253+00","ich bin echt auf deine hilfe angewiesen🥰",29,34,5
2815,"2021-06-16 14:57:42.815519+00","Ja, danke 🥰 ich wollt's nur gesagt haben. 🥰",34,29,5
2816,"2021-06-16 14:57:47.242466+00","ja...ich hätte mal fragen sollen bevor ich bestelle 😡",25,17,4
2817,"2021-06-16 14:57:48.531786+00","Oh mann ich hab dir einfach so viel zu erzählen 😊",19,28,3
2818,"2021-06-16 14:57:52.201219+00","Oh. Was ist denn bei dir los? 👀",34,29,5
2819,"2021-06-16 14:57:53.156702+00","Vielleicht können wir ja die Tage mal was unternehmen damit ich auf andere  Gedanken komme?👀😢",37,33,2
2820,"2021-06-16 14:57:54.65267+00","Was sollen wir machen? 👀😊",19,28,3
2821,"2021-06-16 14:57:54.75377+00","Aber falls eure Punkte vertretbar sind kann ich es mir gerne mal überlegen 😊",23,12,20
2822,"2021-06-16 14:57:57.594495+00","Und wie fährt sich die Karre? 😊",22,11,21
2823,"2021-06-16 14:57:58.249633+00","Ja du hast schon Recht aber ich finde gerade in Corona Zeiten wurde das wirklich vernachlässigt. 😢",12,23,20
2824,"2021-06-16 14:58:01.741448+00","Worauf hast du Lust? 👀😊",19,28,3
2825,"2021-06-16 14:58:02.224373+00","naja...zu spät😢",25,17,4
2826,"2021-06-16 14:58:06.691993+00","deswegen wollte ich dir grade schreiben😢",28,19,3
2827,"2021-06-16 14:58:08.909305+00","ja, das wollte ich auch gerade vorschlagen! 😊",33,37,2
2828,"2021-06-16 14:58:09.693653+00","jetzt weißt du es ja 🥰",17,25,4
2829,"2021-06-16 14:58:12.036887+00","Szenario 4 beendet",17,25,4
2830,"2021-06-16 14:58:14.125715+00","ja meiner mutter geht es acuh immer schlechter😢 und ich pflege sie ja gerade und seitdem weiß ich nicht mehr wo hinten und vorne ist😢",29,34,5
2831,"2021-06-16 14:58:15.318713+00","Beginne Szenario 5",17,25,5
2832,"2021-06-16 14:58:15.883239+00","Ich helf dir ja gerne, aber ich war letzte Woche jeden Abend bis 8 im Büro 😡😢",34,29,5
2833,"2021-06-16 14:58:20.430732+00","tut mir leid dass ich das an dir auslasse😢",29,34,5
2834,"2021-06-16 14:58:22.088534+00","Oh no.. was los? 😱",19,28,3
2835,"2021-06-16 14:58:24.31921+00","bei mir hat sich was ergeben 😱",28,19,3
2836,"2021-06-16 14:58:26.119986+00","Boah ich muss mal schauen, ich bin gerade mit dem aufräumen fertig geworden, aber dabei habe ich ihn nicht gesehen.😲",15,32,18
2837,"2021-06-16 14:58:27.959337+00","Oh je 😢 ok, das ist dann natürlich was anderes. 🥰",34,29,5
2838,"2021-06-16 14:58:29.648201+00","was ganz schreckliches😱",28,19,3
2839,"2021-06-16 14:58:31.036221+00","oh das ist echt lange😲",29,34,5
2840,"2021-06-16 14:58:31.889326+00","Findest du? Ich finde da haben Leute erst recht Sport gemacht 😲",23,12,20
2841,"2021-06-16 14:58:34.154496+00","okaayy.?😱",19,28,3
2842,"2021-06-16 14:58:36.22391+00","Das versteh ich voll 🥰",34,29,5
2843,"2021-06-16 14:58:41.578877+00","ja das tut mir auch mega leid😢",29,34,5
2844,"2021-06-16 14:58:43.82792+00","Ja wir versuchen insbesondere Kinder aus schwierigen Verhältnissen zu Vereinen zu bringen vielleicht passt das ja zu deiner Ansicht. 🥰",12,23,20
2845,"2021-06-16 14:58:46.576231+00","ok cool dann lass das machen 😊und ich gehe jetzt zu meiner Familie und tröste die anderen😢🥰",37,33,2
2846,"2021-06-16 14:58:49.755249+00","es sind sooooo viele neue Anforderungen für die Bachelorarbeit hinzugekommen😢",28,19,3
2847,"2021-06-16 14:58:50.271177+00","ja, also heute morgen war sie ganz geil😊",11,22,21
2848,"2021-06-16 14:58:55.497899+00","Ich dachte nur, wenn du Party machst und ich arbeite, dann wärs echt ärgerlich 😡😡",34,29,5
2849,"2021-06-16 14:58:55.946082+00","du hast ja auch echt recht, ich habe super viel auf dich abgewelzt...😢",29,34,5
2850,"2021-06-16 14:58:59.464809+00","Hey wollte mal mit dir sprechen... ich finde es echt nicht cool, dass du mir ständig deine arbeit gibts und ich deshlab Überstunden machen musst während du immer früh in den Feierabend gehst 😡😡",17,25,5
2851,"2021-06-16 14:59:00.171754+00","gerade fahre ich nicht ....👀",11,22,21
2852,"2021-06-16 14:59:00.71332+00","Wirklich ich hatte nicht das Gefühl. 👀",12,23,20
2853,"2021-06-16 14:59:02.263986+00","deswegen muss ich dir leider absagen😢",28,19,3
2854,"2021-06-16 14:59:04.349438+00","Das ist auf jedenfall ein guter Punkt! Da würde ich wählen 😱🥰",23,12,20
2855,"2021-06-16 14:59:05.314261+00","nein das würde ich niee machen😲",29,34,5
2856,"2021-06-16 14:59:12.248123+00","oh mann... echt? 😢",19,28,3
2857,"2021-06-16 14:59:14.314206+00","auch wenn ich mich so sehr gefreut hab🥰",28,19,3
2858,"2021-06-16 14:59:20.886264+00","Leider kannst du sie wahrscheinlich nicht zurück haben morgen....😢",11,22,21
2859,"2021-06-16 14:59:25.537656+00","Ok ich schicke dir bei Gelegenheit mal unseren Flyer dann kannst du es dir ja überlegen. 😊",12,23,20
2860,"2021-06-16 14:59:26.412132+00","ist schon okay! Vielleicht kannst du ja, wenn es ihr besser geht, mal ne Schicht von mir übernehmen 🥰👀?",34,29,5
2861,"2021-06-16 14:59:29.657973+00","es ist etwas passiert.......😲",11,22,21
2862,"2021-06-16 14:59:30.44184+00","ich hatte mich so gefreut.. wirklich 😢",19,28,3
2863,"2021-06-16 14:59:33.381752+00","ich würde so gerne mal wieder was mit dir trinken gehen😢",28,19,3
2864,"2021-06-16 14:59:33.858456+00","ich muss nur abends immer noch zu meiner mutter und sie versorgen...😢",29,34,5
2865,"2021-06-16 14:59:40.483459+00","Ist das so stressig? 😲😢",19,28,3
2866,"2021-06-16 14:59:45.008873+00","ja klar!🥰",29,34,5
2867,"2021-06-16 14:59:45.514551+00","Hm, das muss eigentlich bei dir liegen. Ich bin nach der Party direkt nach Hause gegangen... 👀",32,15,18
2868,"2021-06-16 14:59:45.703927+00","ja, das dachte ich mir schon, so jemand bist du nicht 🥰",34,29,5
2869,"2021-06-16 14:59:46.575492+00","Gerne schicke es einfach an flyer@trash.eu 🥰",23,12,20
2870,"2021-06-16 14:59:52.117765+00","ich verspreche auch es wird besser🥰",29,34,5
2871,"2021-06-16 14:59:53.15645+00","Hast du niemanden, der dir helfen kann? 👀",34,29,5
2872,"2021-06-16 14:59:55.568798+00","Ok mache ich danke dir. 🥰",12,23,20
2873,"2021-06-16 14:59:57.892583+00","wenn du mal so noch reden magst, meld dich gerne einfach 🥰",33,37,2
2874,"2021-06-16 14:59:58.573372+00","Szenario 20 beendet",12,23,20
2875,"2021-06-16 14:59:58.57461+00","aber es ist halt noch so viel vor der Abgabe zu tun und neu aufgekommen😲",28,19,3
2876,"2021-06-16 15:00:03.483199+00","Beginne Szenario 21",12,23,21
2877,"2021-06-16 15:00:03.612689+00","Ja ich auch.. ich dachte das war schon fest ausgemacht. 😢 Wir haben uns jetzt seit Wochen nicht gesehen 😢",19,28,3
2878,"2021-06-16 15:00:06.558117+00","mein bruder kommt bald aus berlin her und der kümmert sich dann ein paar tage😊",29,34,5
2879,"2021-06-16 15:00:11.424912+00","ja auf jeden Fall! 😢",28,19,3
2880,"2021-06-16 15:00:12.938302+00","Es gibt z.B. mobile Pflegekräfte, die kommen können. 🥰",34,29,5
2881,"2021-06-16 15:00:17.106953+00","dann kann cih auch wieder aufgaben von dir übernehmen🥰",29,34,5
2882,"2021-06-16 15:00:17.247345+00","es tut mir soooo leid!😢",28,19,3
2883,"2021-06-16 15:00:18.318059+00","ach du scheiße, was ist passiert?😱",22,11,21
2884,"2021-06-16 15:00:22.234539+00","😲",28,19,3
2885,"2021-06-16 15:00:24.003062+00","Oder ich hab's unterwegs verloren. Das wär schlimm. Da war Perso, Kreditkarten, usw. alles drin!! 😱",32,15,18
2886,"2021-06-16 15:00:26.624281+00","Ah super, dann hast du auch hoffentlich bisschen Zeit, um dich zu erholen. 🥰",34,29,5
2887,"2021-06-16 15:00:28.957999+00","jaa das haben wir auch überlegt, aber die sind so teuer😢",29,34,5
2888,"2021-06-16 15:00:29.095313+00","ok danke! bis dann🥰",37,33,2
2889,"2021-06-16 15:00:29.677249+00","Szenario 2 beendet",33,37,2
2890,"2021-06-16 15:00:33.463079+00","Hey du wie gehts dir? Gefällts dir mit meinem Auto herum zu fahren? 👀😊",12,23,21
2891,"2021-06-16 15:00:34.980233+00","Hey, ich verstehe deine Wut und es tut mir auch echt leid, dass ich in letzter zeit so viel auf dich ablade....meine Mutter ist leider ernsthaft krank und ich muss mich um sie kümmern...sie braucht regelmäßig Medikamente zu einer bestimmten zeit, deswegen muss ich immer früher los...😢😢",25,17,5
2892,"2021-06-16 15:00:35.924862+00","Oh man.. ich mein es tut mir natürlich Leid, dass du so viel zu tun hast 😱 aber ich bin schon etwas enttäuscht 😲😢",19,28,3
2893,"2021-06-16 15:00:36.507059+00","aber das wäre echt mal an der zeit..😊",29,34,5
2894,"2021-06-16 15:00:42.673998+00","danke für dein verständnis🥰",29,34,5
2895,"2021-06-16 15:00:44.214413+00","also erstmal: es tut mir total leid 😢😢😢😢",11,22,21
2896,"2021-06-16 15:00:47.219452+00","Hm ok. Vielleicht könnt ihr ja mal bei der Krankenkasse fragen 👀",34,29,5
2897,"2021-06-16 15:00:50.749167+00","kein Problem 😊",34,29,5
2898,"2021-06-16 15:00:55.746878+00","Beginne Szenario 3",33,37,3
2899,"2021-06-16 15:00:56.0371+00","ja kann ich voll verstehen👀",28,19,3
2900,"2021-06-16 15:00:59.710491+00","ist okay, solange zwischen uns noch alles beim Alten bleibt 🥰",19,28,3
2901,"2021-06-16 15:01:00.502902+00","Tut mir leid, dass du das abbekommst, aber ich wollte damit noch nicht zu unserem Chef gehen...du weißt ja wie der ist...👀",25,17,5
2902,"2021-06-16 15:01:00.659173+00","ich weiß nicht wie das passieren konnte...😢👀",11,22,21
2903,"2021-06-16 15:01:04.308261+00","Danke, dass wir das geklärt haben und gute Besserung an deine Mama 🥰😊",34,29,5
2904,"2021-06-16 15:01:05.610388+00","gute idee!😊 das machen wir!😊🥰",29,34,5
2905,"2021-06-16 15:01:08.492514+00","ja jetzt sag schon😡",22,11,21
2906,"2021-06-16 15:01:09.15081+00","Szenario 5 beendet",29,34,5
2907,"2021-06-16 15:01:09.449496+00","oh okay dafür habe ich natürlich Verständnis... was hast sie denn? 😢",17,25,5
2908,"2021-06-16 15:01:12.605065+00","Beginne Szenario 5",29,34,5
2909,"2021-06-16 15:01:17.028948+00","ja lass den chef da lieber raus 😱",17,25,5
2910,"2021-06-16 15:01:18.720228+00","Szenario 5 beendet",29,34,5
2911,"2021-06-16 15:01:19.280986+00","Hey .. mir geht es gerade nicht ganz so gut 😢",23,12,21
2912,"2021-06-16 15:01:22.77982+00","Beginne Szenario 6",29,34,6
2913,"2021-06-16 15:01:23.944157+00","Gib auf jeden Fall Bescheid, falls du doch mal Zeit hast oder eine Pause brauchst 👀😊",19,28,3
2914,"2021-06-16 15:01:25.228713+00","ja klar und wenn ich abgegeben habe unternehmen wir ganz viel !😊",28,19,3
2915,"2021-06-16 15:01:31.360228+00","mach ich!😊",28,19,3
2916,"2021-06-16 15:01:35.269985+00","Oje wieso denn das? 😱",12,23,21
2917,"2021-06-16 15:01:35.964625+00","Ich bitte darum 🥰👀",19,28,3
2918,"2021-06-16 15:01:36.655993+00","Ja ich habe ihn gerade unter dem Couch gefunden 😊",15,32,18
2919,"2021-06-16 15:01:43.938524+00","auf jeden fall!😊",28,19,3
2920,"2021-06-16 15:01:45.927788+00","Hey, ich dachte ich meld mich mal kurz, hast du schon Ideen was wir heute Abend tun könnten? 😊",33,37,3
2921,"2021-06-16 15:01:49.32226+00","Szenario 3 beendet",28,19,3
2922,"2021-06-16 15:01:51.131871+00","Dein Auto ist natürlich absolut spitze und der Audi R8 fährt sich auch super, nur muss ich dir da was beichten .. 🤢",23,12,21
2923,"2021-06-16 15:01:59.858931+00","Juhuu!!! 😊",32,15,18
2924,"2021-06-16 15:02:03.109275+00","Da hattest du noch echt Glück gehabt😊",15,32,18
2925,"2021-06-16 15:02:03.3965+00","Oh man 😢 ich hatte mich schon sooo auf das Helene Fischer und Florian Silbereisen Reunionskonzert gefreut. Und jetzt ist es ausverkauft 😢😢😢",34,29,6
2926,"2021-06-16 15:02:04.729233+00","Bin beim Abbiegen voll gegen einen Linksabbieger gefahren😱",11,22,21
2927,"2021-06-16 15:02:07.599838+00","Oje damit hab ich jetzt nicht gerechnet 😲",12,23,21
2928,"2021-06-16 15:02:12.136314+00","Danke dir fürs Suchen! 🥰",32,15,18
2929,"2021-06-16 15:02:15.929007+00","Beginne Szenario 4",28,19,4
2930,"2021-06-16 15:02:17.197659+00","Was ist passiert? 👀😲",12,23,21
2931,"2021-06-16 15:02:18.29064+00","Kein Problem 🥰",15,32,18
2932,"2021-06-16 15:02:18.816459+00","ich hoffe du bist mir nicht zu böse deswegen😱",11,22,21
2933,"2021-06-16 15:02:24.536569+00","ohhh mein Gott😲",28,19,4
2934,"2021-06-16 15:02:25.79669+00","Dann fällt mir echt ein Stein vom Herzen! 😊",32,15,18
2935,"2021-06-16 15:02:33.005558+00","Holst du ihn heute noch ab? 🥰",15,32,18
2936,"2021-06-16 15:02:33.518404+00","was gibts? 👀",19,28,4
2937,"2021-06-16 15:02:35.354583+00","du ich muss dir was sagen👀",29,34,6
2938,"2021-06-16 15:02:38.358976+00","Naja, mir kam ein Auto auf meiner Spur entgegen und ich musste ausweichen .. ich bin ins schleudern gekommen und gegen einen Baum gekracht. Es tut mir soooo Leid 😢😢😢",23,12,21
2939,"2021-06-16 15:02:40.608299+00","hast du schon mal was von Kopi Luwak gehört?😊",28,19,4
2940,"2021-06-16 15:02:41.486606+00","Ich habe den Wagen gerade abschleppen lassen.... er ist jetzt in der Werkstatt....😢",11,22,21
2941,"2021-06-16 15:02:42.669949+00","ach komm, du verarschst mich doch?👀",22,11,21
2942,"2021-06-16 15:02:42.741154+00","Bestimmt haben die ganzen Omas und Opas, die eh den ganzen Tag nix zu tun haben, gleich die Tickets weggekauft 😡😡😡",34,29,6
2943,"2021-06-16 15:02:46.120039+00","Holst du ihn heute noch ab? 👀",15,32,18
2944,"2021-06-16 15:02:47.146728+00","und ich musste arbeiten 😡",34,29,6
2945,"2021-06-16 15:02:51.014891+00","du hast mir doch letztens so viel beim umzug geholfen🥰",29,34,6
2946,"2021-06-16 15:02:51.235394+00","Oh mein Gott 😱",12,23,21
2947,"2021-06-16 15:02:52.498107+00","was?? 👀",34,29,6
2948,"2021-06-16 15:02:55.68929+00","Geht es dir gut? 😲",12,23,21
2949,"2021-06-16 15:02:56.246767+00","Hey du😊",37,33,3
2950,"2021-06-16 15:02:57.205365+00","Dieser Idiot hat mir die Vorfahrt genommen🤢",11,22,21
2951,"2021-06-16 15:03:03.570163+00","leider nein.... 😢",11,22,21
2952,"2021-06-16 15:03:03.75156+00","und deshalb hab ich tickets gekauft für das konzert!!!😊🥰😊",29,34,6
2953,"2021-06-16 15:03:05.314469+00","Du meinst die Kaffeesorte? 👀",19,28,4
2954,"2021-06-16 15:03:10.396312+00","es tut mir sooo leid.... 😢",11,22,21
2955,"2021-06-16 15:03:11.267708+00","Der Abschleppdienst ist gerade da und ich warte jetzt dann auf eine Einschätzung von der Werkstatt, aber das sieht nach totalschaden aus 😱",23,12,21
2956,"2021-06-16 15:03:14.185544+00","Sie hatte vor einer Woche akutes Nierenversagen und wurde vor ein paar Tagen entlassen...aber sie noch ziemlich angeschlagen😢",25,17,5
2957,"2021-06-16 15:03:16.810874+00","Waaaas???? 😊😊😊😊 nicht dein ernst!! Mega geil!!",34,29,6
2958,"2021-06-16 15:03:24.194706+00","Ich bin so wütend...😡",11,22,21
2959,"2021-06-16 15:03:24.914547+00","ja also ich muss denke ich absagen😢",37,33,3
2960,"2021-06-16 15:03:25.050926+00","Oh warte das ist gar nicht deins 😲",15,32,18
2961,"2021-06-16 15:03:26.470858+00","So ein Mist 😡",12,23,21
2962,"2021-06-16 15:03:28.227555+00","Danke!!!🥰🥰🥰 Du hast echt was gut bei mir!",34,29,6
2963,"2021-06-16 15:03:29.656688+00","Mir geht es erstaunlich gut, ich habe etwas Kopfschmerzen aber sonst geht es mir gut 😢",23,12,21
2964,"2021-06-16 15:03:30.978517+00","über mich und den anderen😡",11,22,21
2965,"2021-06-16 15:03:31.17578+00","okay, dann kannst du nichts dafür 😲",22,11,21
2966,"2021-06-16 15:03:31.879586+00","jaaaa genau😊",28,19,4
2967,"2021-06-16 15:03:38.277383+00","Der ist das von Georg 😢",15,32,18
2968,"2021-06-16 15:03:40.280039+00","hauptsache dir geht es gut😊",22,11,21
2969,"2021-06-16 15:03:40.781405+00","Aber Hauptsache dir geht es gut! 😱",12,23,21
2970,"2021-06-16 15:03:41.447061+00","Aaaaaaaah! 😱",32,15,18
2971,"2021-06-16 15:03:42.804228+00","was, wieso das? 😲",33,37,3
2972,"2021-06-16 15:03:44.359486+00","Und der Umzug war doch ein Klacks!! 😲",34,29,6
2973,"2021-06-16 15:03:45.465584+00","Es tut mir wirklich so Leid 🤢 Ich fühle mich so schlecht 🤢🤢",23,12,21
2974,"2021-06-16 15:03:46.964435+00","ja ich wollte eigentlich noch damit warten es dir zu erzählen.., aber als ich gesehen habe wie traurig du bist😲😢",29,34,6
2975,"2021-06-16 15:03:48.228743+00","hab mir grade eine Tasse gekauft und sitze damit jetzt in der sonne😊",28,19,4
2976,"2021-06-16 15:03:49.866312+00","die arme 😢 dann wünsche ich ihr gute besserung 🥰 und mach dir wegen der arbeit keinen stress - ich schaffe das schon 🥰",17,25,5
2977,"2021-06-16 15:03:51.019447+00","ich werde auf jeden fall alles zahlen😊",11,22,21
2978,"2021-06-16 15:03:57.027987+00","Man, was für eine Überraschung 😲😲😲😊😊😊",34,29,6
2979,"2021-06-16 15:03:59.214035+00","Ok trotzdem gute Besserung. 😱😢",12,23,21
2980,"2021-06-16 15:04:00.281794+00","ich hatte mich wirklich auf den Abend gefreut👀",33,37,3
2981,"2021-06-16 15:04:01.168158+00","Habe mich heute mit meinem Betreuer der Masterarbeit getroffen und der meinte ich muss bis morgen mein komplettes Exposé neu schreiben😡",37,33,3
2982,"2021-06-16 15:04:02.759488+00","Danke - Ich hoffe, dass es bald besser ist, dann kann ich dir auch im Gegenzug Arbeit abnehmen🥰",25,17,5
2983,"2021-06-16 15:04:04.399347+00","Haha nice 😊",19,28,4
2984,"2021-06-16 15:04:06.454894+00","Ach, du kennst mich einfach so gut! 🥰",34,29,6
2985,"2021-06-16 15:04:07.236571+00","gönn dir😲",19,28,4
2986,"2021-06-16 15:04:07.896469+00","Danke! Mir ist nichts passiert und dem anderen auch nicht.😊",11,22,21
2987,"2021-06-16 15:04:10.476038+00","wir finden schon eine Lösung😊",22,11,21
2988,"2021-06-16 15:04:10.956128+00","Und wo ist meins dann? 😱😡",32,15,18
2989,"2021-06-16 15:04:12.430139+00","kein problem, es freut mich wenn ich dir eine freude bereiten konnte🥰",29,34,6
2990,"2021-06-16 15:04:14.743691+00","ich mich auch! tut mir leid😢",37,33,3
2991,"2021-06-16 15:04:16.113348+00","sehr gut🥰",22,11,21
2992,"2021-06-16 15:04:17.464828+00","ich war dir echt so dankbar🥰",29,34,6
2993,"2021-06-16 15:04:18.812087+00","das wäre natürlich nett 🥰 bis dann 😊",17,25,5
2994,"2021-06-16 15:04:19.373744+00","danke war krass teuer😱",28,19,4
2995,"2021-06-16 15:04:21.36936+00","Szenario 5 beendet",17,25,5
2996,"2021-06-16 15:04:21.916339+00","Mach dir keine Sorgen wegen dem Auto das wird hoffentlich eh die Versicherung bezahlen. 👀😱",12,23,21
2997,"2021-06-16 15:04:22.570936+00","Szenario 21 beendet",22,11,21
2998,"2021-06-16 15:04:24.882038+00","Beginne Szenario 6",17,25,6
2999,"2021-06-16 15:04:26.002678+00","Beginne Szenario 22",22,11,22
3000,"2021-06-16 15:04:27.097549+00","das wird so cool 🥰😊 Du und ich und die ganze Nacht Schlager 😊",34,29,6
3001,"2021-06-16 15:04:28.692848+00","Danke, ich kümmere mich um das Auto und ruf die Werkstatt später nochmal an 👀",23,12,21
3002,"2021-06-16 15:04:28.839078+00","ich freue mich auch so mega auf das konzert😊",29,34,6
3003,"2021-06-16 15:04:36.902139+00","helene fischer😲😲 die ist so toll🥰",29,34,6
3004,"2021-06-16 15:04:38.509668+00","Mein Betreuer sagt mir das echt immer auf den letzten Drücker😡",37,33,3
3005,"2021-06-16 15:04:43.301187+00","Das wird super!! 😊",34,29,6
3006,"2021-06-16 15:04:43.916497+00","Ja klar ruh dich erst mal aus 🥰 danke!",12,23,21
